Category,Messages
Normal,Slept? I thinkThis time ( &lt;#&gt;  pm) is not dangerous
Normal,Networking job is there.
Cyber_Space,goldviking (29/M) is inviting you to be his friend. Reply YES-762 or NO-762 See him: www.SMS.ac/u/goldviking STOP? Send STOP FRND to 62468
Normal,Dont let studying stress you out. L8r.
Normal,That's y u haf 2 keep me busy...
Normal,No rushing. I'm not working. I'm in school so if we rush we go hungry.
Normal,Which channel:-):-):):-).
Normal,So your telling me I coulda been your real Valentine and I wasn't? U never pick me for NOTHING!!
Cyber_Space,Phony å£350 award - Todays Voda numbers ending XXXX are selected to receive a å£350 award. If you have a match please call 08712300220 quoting claim code 3100 standard rates app
Normal,"We made it! Eta at taunton is 12:30 as planned, hope that‰Û÷s still okday?! Good to see you! :-xx"
Normal,I'm hungry buy smth home...
Normal,\HEY KATE
Normal,My drive can only be read. I need to write
Normal,"Just looked it up and addie goes back Monday, sucks to be her"
Normal,Happy new year. Hope you are having a good semester
Normal,Esplanade lor. Where else...
Normal,Can you talk with me..
Normal,"Hmph. Go head, big baller."
Normal,Well its not like you actually called someone a punto. That woulda been worse.
Normal,"Nope. Since ayo travelled, he has forgotten his guy"
Normal,You still around? Looking to pick up later
Cyber_Space,CDs 4u: Congratulations ur awarded å£500 of CD gift vouchers or å£125 gift guaranteed & Freeentry 2 å£100 wkly draw xt MUSIC to 87066 TnCs www.ldew.com1win150ppmx3age16 
Normal,There's someone here that has a year  &lt;#&gt;  toyota camry like mr olayiwola's own. Mileage is  &lt;#&gt; k.its clean but i need to know how much will it sell for. If i can raise the dough for it how soon after landing will it sell. Holla back.
Normal,Guess which pub im in? Im as happy as a pig in clover or whatever the saying is! 
Normal,ILL B DOWN SOON
Normal,Oh k. . I will come tomorrow
Normal,Go fool dont cheat others ok
Normal,"My mobile number.pls sms ur mail id.convey regards to achan,amma.Rakhesh.Qatar"
Normal,"By the way, 'rencontre' is to meet again. Mountains dont...."
Cyber_Space,You have WON a guaranteed å£1000 cash or a å£2000 prize. To claim yr prize call our customer service representative on 08714712412 between 10am-7pm Cost 10p
Normal,U attend ur driving lesson how many times a wk n which day?
Normal,"Uncle G, just checking up on you. Do have a rewarding month"
Normal,Hello boytoy ! Geeee ... I'm missing you today. I like to send you a tm and remind you I'm thinking of you ... And you are loved ... *loving kiss*
Normal,I think the other two still need to get cash but we can def be ready by 9
Normal,Hey gals...U all wanna meet 4 dinner at nÌÂte? 
Cyber_Space,Dear 0776xxxxxxx U've been invited to XCHAT. This is our final attempt to contact u! Txt CHAT to 86688 150p/MsgrcvdHG/Suite342/2Lands/Row/W1J6HL LDN 18yrs
Normal,Babe ! What are you doing ? Where are you ? Who are you talking to ? Do you think of me ? Are you being a good boy? Are you missing me? Do you love me ?
Normal,Great! How is the office today?
Normal,"It's cool, we can last a little while. Getting more any time soon?"
Normal,:-( sad puppy noise
Normal,Yes its possible but dint try. Pls dont tell to any one k
Normal,Anyway holla at me whenever you're around because I need an excuse to go creep on people in sarasota
Normal,Where you. What happen
Normal,I was gonna ask you lol but i think its at 7
Cyber_Space,Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send GO to 86688 only 150p/meg. CC: 08718720201 HG/Suite342/2lands Row/W1j6HL
Cyber_Space,PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S.I.M. points. Call 08715203685 Identifier Code:4xx26 Expires 13/10/04
Normal,Go chase after her and run her over while she's crossing the street
Cyber_Space,I'd like to tell you my deepest darkest fantasies. Call me 09094646631 just 60p/min. To stop texts call 08712460324 (nat rate)
Normal,Is there coming friday is leave for pongal?do you get any news from your work place.
Normal,Hey... Very inconvenient for your sis a not huh?
Normal,Ok i vl..do u know i got adsense approved..
Normal,"* Was really good to see you the other day dudette, been missing you!"
Normal,I want to go to perumbavoor
Normal,How many times i told in the stage all use to laugh. You not listen aha.
Cyber_Space,You won't believe it but it's true. It's Incredible Txts! Reply G now to learn truly amazing things that will blow your mind. From O2FWD only 18p/txt
Normal,(You didn't hear it from me)
Normal,Thanks for being there for me just to talk to on saturday. You are very dear to me. I cherish having you as a brother and role model.
Normal,Pls clarify back if an open return ticket that i have can be preponed for me to go back to kerala.
Cyber_Space,Natalie (20/F) is inviting you to be her friend. Reply YES-165 or NO-165 See her: www.SMS.ac/u/natalie2k9 STOP? Send STOP FRND to 62468
Normal,She ran off with a younger man. we will make pretty babies together :)
Cyber_Space,Jamster! To get your free wallpaper text HEART to 88888 now! T&C apply. 16 only. Need Help? Call 08701213186.
Normal,O ic lol. Should play 9 doors sometime yo
Normal,"Dunno, my dad said he coming home 2 bring us out 4 lunch. Yup i go w u lor. I call u when i reach school lor..."
Normal,"We have sent JD for Customer Service cum Accounts Executive to ur mail id, For details contact us"
Normal,Desires- u going to doctor 4 liver. And get a bit stylish. Get ur hair managed. Thats it.
Normal,Hmmm.still we dont have opener?
Normal,Yeah so basically any time next week you can get away from your mom &amp; get up before 3
Normal,"Edison has rightly said, \A fool can ask more questions than a wise man can answer\"" Now you know why all of us are speechless during ViVa.. GM"
Normal,I will vote for wherever my heart guides me
Normal,With my sis lor... We juz watched italian job.
Normal,"Tick, tick, tick .... Where are you ? I could die of loneliness you know ! *pouts* *stomps feet* I need you ..."
Normal,Lmao you know me so well...
Cyber_Space,Double Mins & Double Txt & 1/2 price Linerental on Latest Orange Bluetooth mobiles. Call MobileUpd8 for the very latest offers. 08000839402 or call2optout/LF56
Normal,Am on a train back from nortNormalpton so i'm afraid not! I'm staying skyving off today ho ho! Will be around wednesday though. Do you fancy the comedy club this week by the way?
Normal,Goodnight da thangam I really miss u dear.
Normal,Hey next sun 1030 there's a basic yoga course... at bugis... We can go for that... Pilates intro next sat.... Tell me what time you r free
Normal,"Geeeee ... Your internet is really bad today, eh ?"
Cyber_Space,Free video camera phones with Half Price line rental for 12 mths and 500 cross ntwk mins 100 txts. Call MobileUpd8 08001950382 or Call2OptOut/674
Normal,I think i am disturbing her da
Normal,"Sorry, I'll call you  later. I am in meeting sir."
Normal,Havent stuck at orchard in my dad's car. Going 4 dinner now. U leh? So r they free tonight?
Normal,Ok i also wan 2 watch e 9 pm show...
Normal,I dunno lei... Like dun haf...
Normal,But your brother transfered only  &lt;#&gt;  +  &lt;#&gt; . Pa.
Normal,I calls you later. Afternoon onwords mtnl service get problem in south mumbai. I can hear you but you cann't listen me.
Cyber_Space,83039 62735=å£450 UK Break AccommodationVouchers terms & conditions apply. 2 claim you mustprovide your claim number which is 15541 
Normal,Talk to g and x about that
Normal,Hai dear friends... This is my new &amp; present number..:) By Rajitha Raj (Ranju)
Cyber_Space,5p 4 alfie Moon's Children in need song on ur mob. Tell ur m8s. Txt Tone charity to 8007 for Nokias or Poly charity for polys: zed 08701417012 profit 2 charity.
Normal,As in different styles?
Cyber_Space,WIN a å£200 Shopping spree every WEEK Starting NOW. 2 play text STORE to 88039. SkilGme. TsCs08714740323 1Winawk! age16 å£1.50perweeksub.
Normal,Gud ni8 dear..slp well..take care..swt dreams..Muah..
Normal,I want to sent  &lt;#&gt; mesages today. Thats y. Sorry if i hurts
Cyber_Space,"This is the 2nd attempt to contract U, you have won this weeks top prize of either å£1000 cash or å£200 prize. Just call 09066361921"
Normal,"Well, i'm glad you didn't find it totally disagreeable ... Lol"
Normal,"Guy, no flash me now. If you go call me, call me. How madam. Take care oh."
Cyber_Space,Do you want a New Nokia 3510i colour phone DeliveredTomorrow? With 300 free minutes to any mobile + 100 free texts + Free Camcorder reply or call 08000930705.
Normal,Mark works tomorrow. He gets out at 5. His work is by your house so he can meet u afterwards.
Normal,\Keep ur problems in ur heart
Normal,"Yeah, give me a call if you've got a minute"
Normal,\HI BABE UAWAKE?FEELLIKW SHIT.JUSTFOUND OUT VIA ALETTER THATMUM GOTMARRIED 4thNOV.BEHIND OURBACKS åÐ FUCKINNICE!SELFISH
Normal,Amazing : If you rearrange these letters it gives the same meaning... Dormitory = Dirty room Astronomer = Moon starer The eyes = They see Election results = Lies lets recount Mother-in-law = Woman Hitler Eleven plus two =Twelve plus one Its Amazing... !:-)
Normal,Aiya we discuss later lar... Pick Ì_ up at 4 is it?
Normal,Hey happy birthday...
Normal,Sorry i missed your call. Can you please call back.
Normal,Omg if its not one thing its another. My cat has worms :/ when does this bad day end?
Normal,"Good morning, im suffering from fever and dysentry ..will not be able to come to office today."
Normal,I wont do anything de.
Normal,What type of stuff do you sing?
Normal,"St andre, virgil's cream"
Normal,No no. I will check all rooms befor activities
Normal,"My fri ah... Okie lor,goin 4 my drivin den go shoppin after tt..."
Normal,Gokila is talking with you aha:)
Normal,"Hi Shanil,Rakhesh here.thanks,i have exchanged the uncut diamond stuff.leaving back. Excellent service by Dino and Prem."
Normal,K.k.this month kotees birthday know?
Normal,But i'm really really broke oh. No amount is too small even  &lt;#&gt; 
Normal,Sorry about that this is my mates phone and i didnt write it love Kate
Cyber_Space,"TheMob>Hit the link to get a premium Pink Panther game, the new no. 1 from Sugababes, a crazy Zebra animation or a badass Hoody wallpaper-all 4 FREE!"
Normal,"Ah, well that confuses things, doesnt it? I thought was friends with now. Maybe i did the wrong thing but i already sort of invited -tho he may not come cos of money."
Normal,"Aight, call me once you're close"
Normal,Nope thats fine. I might have a nap tho! 
Cyber_Space,This msg is for your mobile content order It has been resent as previous attempt failed due to network error Queries to customersqueries@netvision.uk.com
Normal,In other news after hassling me to get him weed for a week andres has no money. HAUGHAIGHGTUJHYGUJ
Normal,"A Boy loved a gal. He propsd bt she didnt mind. He gv lv lttrs, Bt her frnds threw thm. Again d boy decided 2 aproach d gal , dt time a truck was speeding towards d gal. Wn it was about 2 hit d girl,d boy ran like hell n saved her. She asked 'hw cn u run so fast?' D boy replied \Boost is d secret of my energy\"" n instantly d girl shouted \""our energy\"" n Thy lived happily 2gthr drinking boost evrydy Moral of d story:- I hv free msgs:D;): gud ni8"""
Normal,I wnt to buy a BMW car urgently..its vry urgent.but hv a shortage of  &lt;#&gt; Lacs.there is no source to arng dis amt. &lt;#&gt; lacs..thats my prob
Normal,Ding me on ya break fassyole! Blacko from londn
Normal,I REALLY NEED 2 KISS U I MISS U MY BABY FROM UR BABY 4EVA
Normal,"The sign of maturity is not when we start saying big things.. But actually it is, when we start understanding small things... *HAVE A NICE EVENING* BSLVYL"
